sq_mt_built,n_rooms,n_bathrooms,n_floors,buy_price,is_renewal_needed,has_lift,is_exterior,has_parking,energy_certificate,house_type
122.0,2,2,1,459000,0,1,1,0,7,0
121.0,3,2,1,695000,0,1,1,1,0,0
152.0,2,2,1,750000,0,1,1,0,0,0
180.0,5,1,1,699000,1,1,1,0,0,0
320.0,5,3,1,2990000,1,1,1,1,5,0
68.0,2,1,1,510000,0,1,0,0,0,0
177.0,5,2,1,680000,1,1,0,0,0,0
90.0,1,2,1,640000,0,1,1,0,4,0
102.0,3,2,1,435000,1,1,1,0,3,0
172.0,3,2,1,950000,0,1,1,1,0,0
278.0,3,4,1,2525000,1,1,1,1,0,4
180.0,4,3,1,798000,1,1,1,1,0,4
129.0,3,2,1,392500,0,1,1,0,0,0
146.0,2,2,1,850000,0,1,1,0,0,4
155.0,4,2,1,715000,0,1,1,0,0,0
263.0,5,3,1,890000,1,1,1,1,0,0
273.0,3,2,1,2800000,0,1,1,0,4,0
348.0,4,3,1,1950000,1,1,1,0,0,0
182.0,3,3,1,630000,0,1,1,0,0,0
193.0,4,3,1,850000,1,1,1,1,0,0
177.0,3,3,1,862000,0,1,1,0,5,0
230.0,4,3,1,1250000,0,1,1,1,0,0
187.0,4,4,1,669000,1,1,1,0,3,0
184.0,5,4,1,865000,0,1,1,0,3,0
179.0,4,2,1,750000,1,1,1,0,0,0
93.0,2,2,1,570000,0,1,1,1,0,0
138.0,4,2,1,610000,1,1,1,1,0,0
158.0,4,2,1,625000,1,1,1,0,0,0
154.0,3,2,1,699000,0,1,1,0,0,0
184.0,5,2,1,860000,1,1,1,0,0,0
297.0,5,5,1,1350000,1,1,1,1,4,0
30.0,1,2,1,190000,0,0,0,0,3,0
81.0,3,1,1,330000,1,1,1,0,4,0
220.0,6,3,1,950000,1,1,1,0,2,0
111.0,1,1,1,315000,1,1,1,0,4,0
160.0,4,2,1,740000,1,1,1,0,4,0
279.0,8,3,1,1500000,1,1,1,0,3,0
163.0,3,3,1,1150000,0,1,1,1,3,4
219.0,4,2,1,1150000,0,1,1,0,0,0
150.0,5,3,1,790000,1,1,1,1,0,0
102.0,3,2,1,690000,0,1,1,0,0,0
75.0,2,1,1,495000,0,0,1,0,4,0
324.0,4,4,1,2800000,0,1,1,1,0,0
343.0,4,5,1,2800000,0,1,1,1,0,0
340.0,2,2,2,1950000,0,1,1,0,0,3
142.0,3,2,1,690000,0,1,0,0,0,0
142.0,3,2,1,690000,0,1,1,0,0,0
226.0,4,3,1,1150000,1,1,1,0,3,0
110.0,3,2,1,599000,0,1,1,0,0,0
130.0,2,2,1,590000,0,1,1,0,0,0
265.0,5,2,1,1150000,1,1,1,0,0,4
400.0,7,6,1,2050000,1,1,1,1,0,0
335.0,4,6,2,2695000,0,1,1,1,0,3
260.0,3,4,1,1940000,0,1,1,1,0,0
196.0,4,3,1,895000,0,1,1,1,0,0
142.0,4,2,1,595000,1,1,1,0,0,4
399.0,6,5,1,2050000,0,1,1,1,0,0
142.0,6,2,1,625000,0,1,1,0,0,0
175.0,3,2,1,1185000,0,1,1,0,0,4
132.0,4,2,1,1000000,0,1,1,0,0,4
279.0,8,3,1,1500000,1,1,1,0,0,0
140.0,6,2,1,625000,0,1,1,0,0,0
98.0,2,1,1,475000,0,0,1,0,0,0
160.0,3,2,1,1200000,0,1,1,1,0,0
169.0,4,3,1,875000,0,1,1,0,0,0
96.0,5,3,1,550000,0,1,1,0,3,0
199.0,3,3,1,850000,1,1,1,1,1,0
196.0,4,3,1,895000,0,1,1,1,3,0
103.0,2,2,1,980000,0,1,1,0,0,0
103.0,2,2,1,960000,0,1,1,0,0,0
30.0,0,1,1,250000,0,1,1,0,1,2
79.0,2,2,1,473000,0,0,1,0,0,0
172.0,3,2,1,1599000,0,1,1,0,0,0
104.0,2,2,1,599000,0,1,0,0,0,0
86.0,3,2,1,350000,0,1,1,0,0,0
60.0,1,1,1,260000,0,1,1,0,0,0
32.0,1,1,1,149000,0,1,0,0,0,0
48.0,1,1,1,330000,0,0,0,0,0,0
95.0,4,1,1,239000,0,1,0,0,0,0
240.0,7,7,1,1400000,0,1,1,0,0,0
130.0,3,2,1,665000,0,1,1,0,3,0
254.0,5,3,1,748711,1,1,1,0,0,0
210.0,3,4,1,1599000,0,1,1,0,0,0
205.0,4,3,1,1200000,0,1,1,0,0,0
132.0,2,2,1,720000,0,1,1,0,0,0
93.0,1,1,1,625000,0,1,0,1,0,0
120.0,2,2,1,845000,0,1,1,0,0,0
40.0,2,1,1,248000,0,0,0,0,0,0
210.0,3,3,1,1599000,0,1,1,0,0,0
67.0,2,2,1,550000,0,1,1,0,0,0
322.0,3,5,1,2290000,0,1,1,1,0,0
142.0,3,3,1,690000,0,1,1,0,1,0
178.0,7,2,1,800000,1,0,1,1,0,0
90.0,2,2,1,575000,0,1,0,0,0,0
91.0,3,2,1,595000,0,1,1,0,0,0
129.0,3,2,1,628000,0,1,1,1,0,0
222.0,6,3,1,899000,0,1,1,1,0,0
174.0,4,3,1,780000,0,1,1,0,0,0
248.0,4,4,1,1900000,1,1,1,0,2,0
62.0,1,1,1,279900,0,0,1,0,0,0
180.0,5,3,1,1290000,1,1,1,0,0,0
50.0,2,1,1,390000,0,1,0,0,3,0
40.0,2,1,1,225000,0,1,0,0,0,0
100.0,2,2,1,579000,0,1,0,1,0,0
106.0,2,2,1,623000,0,1,1,0,0,0
84.0,2,2,1,535000,0,1,0,0,4,0
432.0,6,6,1,2400000,0,1,0,1,4,0
670.0,1,1,1,1990000,0,1,1,0,3,0
666.0,7,6,4,2800000,1,0,1,1,4,1
381.0,5,4,1,2600000,1,1,1,1,0,0
67.0,2,2,1,550000,0,1,1,0,4,0
65.0,0,1,1,240000,0,0,0,0,0,2
49.0,2,1,1,275000,0,1,0,0,3,0
131.0,2,2,1,750000,0,1,0,0,4,0
176.0,3,2,1,1100000,0,1,1,0,4,0
68.0,2,2,1,550000,0,1,1,0,4,0
162.0,3,3,1,1200000,0,1,1,0,4,0
124.0,2,2,1,845000,0,1,1,0,4,0
210.0,3,4,1,1599000,0,1,1,0,7,0
172.0,2,3,1,1599000,0,1,1,0,4,0
100.0,3,1,1,510000,0,1,1,0,0,0
237.0,3,3,1,1170000,0,1,1,0,3,0
200.0,5,4,1,1260000,0,1,1,1,3,0
260.0,6,3,1,1200000,1,1,1,0,0,0
207.0,4,3,1,1375000,1,1,0,0,0,0
260.0,4,3,1,999000,0,1,1,0,0,0
175.0,3,2,1,1022000,1,1,1,0,5,0
61.0,2,2,1,359000,0,1,0,0,5,0
240.0,5,3,1,979000,1,1,1,1,0,4
115.0,2,2,1,795000,0,1,1,1,0,0
46.0,2,2,1,299900,0,0,0,0,0,0
110.0,3,2,1,625000,0,1,1,0,3,0
80.0,3,1,1,559000,0,1,1,0,1,4
250.0,6,3,1,1300000,1,1,1,0,0,0
89.0,2,1,1,359000,1,1,1,0,2,0
73.0,1,1,1,420000,0,0,1,0,3,0
87.0,5,2,1,450000,1,0,1,0,2,0
202.0,7,2,1,899000,1,1,1,1,0,0
192.0,6,2,1,825000,0,1,1,0,3,0
380.0,4,3,1,1580000,0,1,1,1,3,4
135.0,2,3,1,645000,0,1,1,0,4,0
43.0,1,1,1,205000,1,1,0,0,0,0
183.0,6,3,1,819900,1,1,1,0,0,0
190.0,1,2,1,890000,0,1,1,0,3,0
93.0,2,2,1,560000,0,1,1,0,3,0
312.0,4,5,1,1590000,0,1,1,1,3,0
245.0,4,3,1,1595000,1,1,1,1,3,0
47.0,1,1,1,195000,0,1,0,0,3,0
172.0,2,3,1,1599000,0,1,1,0,0,0
115.0,2,2,1,599000,0,1,1,0,0,0
138.0,4,2,1,599900,1,1,1,0,0,0
88.0,2,2,1,550000,0,0,1,0,0,0
154.0,3,2,1,685000,1,1,0,0,4,0
400.0,5,4,1,2050000,0,1,1,1,0,0
197.0,3,3,1,1190000,1,1,1,1,4,4
300.0,4,4,1,4100000,0,1,1,1,4,0
432.0,7,9,1,2840000,0,1,1,1,3,0
49.0,1,1,1,248000,1,1,0,0,0,0
398.0,4,5,1,1350000,1,1,1,1,0,0
373.0,5,2,1,1625000,0,1,1,1,0,0
185.0,4,2,1,930000,1,1,1,0,0,0
132.0,5,2,1,690000,0,1,1,0,2,0
171.0,4,3,1,799000,1,1,1,1,3,0
269.0,6,3,2,1150000,1,1,1,0,0,3
369.0,5,4,1,2100000,1,1,1,1,0,0
185.0,4,2,1,790000,1,1,1,1,4,0
185.0,3,3,1,880000,1,1,0,1,4,0
44.0,2,1,1,190000,1,0,1,0,1,0
58.0,3,1,1,284000,1,1,0,0,3,0
110.0,2,2,1,750000,0,1,1,0,3,0
168.0,4,3,1,685000,0,1,0,0,3,0
197.0,4,2,1,980000,1,1,1,0,3,0
210.0,3,3,1,850000,0,1,1,1,0,0
131.0,5,2,1,590000,0,1,1,0,0,0
288.0,5,5,1,1990000,0,1,1,1,0,0
231.0,5,3,1,890000,1,1,1,0,0,0
180.0,5,2,1,699000,0,1,1,0,0,0
218.0,4,3,2,1220000,1,1,1,0,0,3
118.0,4,2,1,555000,1,1,1,0,3,0
210.0,3,4,1,1599000,0,1,1,0,4,0
172.0,3,4,1,1599000,0,1,1,0,0,0
200.0,5,4,1,1260000,0,1,1,1,0,0
265.0,5,3,1,1100000,0,1,1,0,4,0
89.0,3,2,1,420000,0,0,0,0,4,0
236.0,4,3,1,1550000,0,1,1,0,0,0
130.0,2,2,1,590000,0,1,1,0,3,0
160.0,5,2,1,790000,1,1,1,0,0,0
85.0,3,1,1,407000,0,1,1,0,3,0
180.0,4,3,1,785000,0,1,1,1,0,0
89.0,3,1,1,359900,1,1,1,0,1,0
90.0,3,2,1,475000,0,1,1,0,0,0
265.0,5,3,1,960000,0,1,1,1,0,0
202.0,5,3,1,875000,1,1,1,1,0,0
101.0,3,1,1,585000,0,1,1,0,2,4
318.0,9,3,1,2300000,0,1,1,1,0,0
115.0,2,2,1,795000,0,1,1,1,0,0
31.0,2,1,1,225000,0,0,0,0,2,0
237.0,4,2,1,1450000,1,1,0,0,0,0
31.0,1,1,1,200000,0,0,0,0,3,0
241.0,3,3,1,1640000,0,1,1,0,3,0
172.0,3,2,1,1023000,0,1,1,0,0,0
32.0,1,1,2,180000,0,1,1,0,3,3
41.0,2,1,1,220000,0,1,0,0,3,0
56.0,3,1,1,309000,1,1,0,0,3,0
185.0,4,2,1,930000,0,1,1,0,0,0
254.0,5,3,1,748999,1,1,1,0,0,0
120.0,3,2,1,480000,0,0,1,0,0,0
161.0,4,3,1,1350000,0,1,1,1,0,4
178.0,3,2,1,1350000,0,1,1,0,0,4
205.0,4,3,1,1190000,1,1,1,1,0,0
60.0,3,1,1,295000,1,0,1,0,1,0
74.0,3,2,1,470000,1,1,1,0,3,4
178.0,3,4,1,1600000,0,1,1,1,3,0
258.0,4,2,1,1550000,0,1,1,0,3,0
164.0,3,2,1,785000,0,1,1,0,3,0
402.0,7,5,1,1750000,1,1,1,0,3,0
292.0,4,4,1,1820000,0,1,1,1,3,0
321.0,5,4,1,1650000,1,1,1,0,3,0
226.0,4,3,1,1100000,1,1,1,0,3,0
87.0,2,1,1,720000,0,1,1,0,3,4
75.0,2,1,1,385000,1,1,0,0,3,0
360.0,6,3,1,1395000,1,1,1,1,3,0
189.0,3,2,1,985000,0,1,1,0,3,0
176.0,4,2,1,850000,0,1,1,0,3,0
169.0,4,4,1,720000,1,1,1,0,3,0
130.0,3,2,1,650000,0,1,1,0,3,0
142.0,3,2,1,750000,0,1,1,1,3,0
133.0,2,2,1,845000,0,1,1,0,3,0
114.0,3,4,1,725000,0,1,0,0,3,0
260.0,3,4,1,1940000,0,1,1,1,3,0
670.0,7,6,4,2800000,0,0,1,1,3,1
74.0,2,2,1,560000,0,1,1,0,3,0
146.0,5,2,1,810000,1,1,1,0,3,0
58.0,1,1,1,510000,0,1,1,0,0,0
87.0,2,2,1,550000,0,1,1,0,3,0
230.0,1,2,2,1475000,0,0,1,0,4,3
110.0,4,2,1,495000,1,1,1,0,0,0
52.0,2,1,1,235000,1,0,1,0,0,0
30.0,2,1,1,233000,0,0,0,0,0,0
119.0,3,2,1,730000,0,1,1,0,0,0
143.0,5,2,1,570000,0,1,1,0,0,0
67.0,2,2,1,550000,0,1,1,0,0,0
77.0,2,2,1,550000,0,1,1,0,0,0
140.0,4,3,1,650000,0,1,1,0,3,0
35.0,1,1,1,179000,0,0,0,0,0,0
36.0,1,1,1,260000,0,1,0,0,0,0
201.0,3,3,1,1599000,0,1,1,0,0,0
119.0,0,1,1,550000,1,1,1,0,0,2
153.0,4,2,1,630000,1,1,0,1,0,0
220.0,5,3,1,885000,0,1,1,0,0,0
109.0,2,2,1,599000,0,1,1,0,0,0
83.0,2,1,1,420000,0,1,1,0,0,0
110.0,4,2,1,480000,0,0,1,0,0,0
194.0,4,3,1,1350000,0,1,1,0,0,0
226.0,3,3,1,2250000,0,1,1,0,0,4
38.0,2,1,1,220000,0,1,0,0,0,0
67.0,2,2,1,550000,0,1,1,0,0,0
75.0,2,1,1,495000,0,0,1,0,0,0
194.0,4,3,1,1350000,0,1,1,0,0,0
99.0,4,1,1,660000,1,1,1,0,0,0
77.0,1,1,1,460000,0,1,1,0,3,4
50.0,1,1,1,340000,0,1,0,0,0,0
130.0,4,2,1,395000,0,1,1,0,6,0
90.0,2,2,1,570000,0,1,0,1,3,0
105.0,2,1,1,530000,0,1,1,0,0,0
156.0,4,3,1,895000,0,1,1,0,3,0
109.0,3,2,1,437800,1,1,0,0,2,0
300.0,4,4,1,2250000,0,1,1,0,4,0
210.0,3,4,1,1599000,0,1,1,0,0,0
335.0,4,3,1,2695000,0,1,1,0,0,4
170.0,4,2,1,760000,1,1,1,0,0,0
122.0,2,2,1,725000,0,1,1,1,0,0
203.0,5,3,1,1230000,0,1,1,1,0,0
258.0,5,3,1,985000,0,1,1,1,0,0
150.0,2,2,1,1150000,0,1,1,0,0,0
140.0,2,2,1,990000,0,1,1,0,3,4
55.0,1,1,1,378000,0,1,1,0,0,0
88.0,2,2,1,505000,0,1,1,0,1,0
100.0,2,2,1,749000,0,1,1,0,0,4
89.0,4,1,1,430000,1,1,1,0,3,0
120.0,3,1,2,350000,0,1,1,0,0,3
120.0,4,1,1,530000,0,1,1,0,3,0
280.0,4,4,1,1650000,0,1,1,0,0,0
227.0,5,3,1,920000,1,1,1,1,0,0
332.0,6,3,1,2180000,0,1,1,1,5,0
46.0,1,1,1,268000,1,0,1,0,3,0
73.0,0,2,1,295000,0,1,0,0,1,2
67.0,2,2,1,550000,0,1,1,0,0,0
115.0,3,2,1,430000,0,1,0,0,6,0
38.0,2,1,1,220000,0,1,0,0,0,0
97.0,2,2,1,535000,0,0,1,0,0,0
180.0,5,3,1,780000,1,1,1,0,0,4
90.0,3,2,1,475000,0,1,1,1,5,0
485.0,6,6,1,2950000,1,1,1,1,0,0
64.0,1,1,1,260000,0,1,0,0,3,0
123.0,4,2,1,575000,1,1,1,0,1,0
127.0,2,2,1,901250,0,1,1,0,4,0
50.0,1,1,1,360000,0,1,1,0,0,0
40.0,0,1,1,425000,0,1,1,0,7,2
147.0,3,2,1,980000,0,1,1,0,0,0
150.0,3,2,1,690000,0,1,0,0,6,0
28.0,0,1,2,210000,0,0,0,0,5,3
56.0,2,1,1,299000,1,1,0,0,0,0
170.0,4,2,1,685000,0,1,0,0,0,0
262.0,5,2,1,900000,1,1,1,1,5,0
74.0,2,2,1,445000,0,1,0,0,0,0
189.0,5,2,1,890000,0,1,1,0,3,0
189.0,5,2,1,750000,0,1,1,0,3,0
210.0,3,4,1,1599000,0,1,1,0,0,0
160.0,4,2,1,850000,0,1,1,0,3,0
67.0,2,2,1,550000,0,1,1,0,0,0
105.0,4,2,1,545000,0,1,1,0,0,0
71.0,2,1,1,320000,0,0,1,0,0,0
376.0,5,4,1,1700000,0,1,1,0,0,0
70.0,2,1,1,490000,0,0,0,0,0,0
193.0,5,3,1,820000,1,1,1,1,0,0
74.0,1,1,1,395000,0,1,0,0,0,0
332.0,6,3,1,2180000,1,1,1,1,5,0
117.0,3,2,1,580000,0,1,1,1,0,0
81.0,3,1,1,330000,1,1,1,0,4,0
297.0,5,5,1,1350000,1,1,1,1,4,0
155.0,2,3,1,640000,0,1,1,0,0,0
150.0,4,2,1,660000,1,1,1,0,3,0
650.0,6,6,2,3950000,0,1,1,0,5,3
376.0,4,3,1,2100000,1,1,1,0,0,0
58.0,2,1,1,330000,1,1,0,0,0,0
135.0,3,2,1,510000,1,1,1,0,0,0
67.0,2,2,1,550000,0,1,1,0,0,0
127.0,3,2,1,615000,0,1,1,0,3,0
160.0,4,2,1,950000,0,1,1,1,0,0
314.0,12,2,1,1350000,1,1,1,1,0,0
150.0,4,1,1,680000,1,1,0,0,5,0
77.0,2,1,1,360000,0,1,1,0,5,0
180.0,5,2,1,875000,1,1,1,0,0,0
650.0,6,6,2,3950000,0,1,1,0,3,3
265.0,4,3,1,1500000,1,1,1,1,3,0
294.0,4,4,1,1835000,0,1,1,1,0,0
236.0,4,3,1,1750000,0,1,1,0,0,0
147.0,3,2,1,1100000,0,1,1,0,4,0
106.0,3,3,1,585000,1,1,0,0,4,0
312.0,4,3,1,1600000,0,1,1,1,4,0
312.0,4,3,1,1590000,1,1,1,1,4,0
140.0,3,3,1,650000,0,1,1,0,4,0
260.0,4,3,1,995000,0,1,1,0,3,0
175.0,3,3,1,1185000,0,1,1,0,3,4
125.0,3,2,1,798000,1,1,1,0,3,0
190.0,4,3,1,795000,0,1,1,0,0,0
288.0,5,4,1,1990000,1,1,1,1,0,0
398.0,4,5,1,1350000,0,1,1,1,0,0
248.0,4,3,1,1250000,0,1,1,0,0,0
152.0,2,2,1,750000,0,1,1,0,0,0
128.0,3,2,1,575000,0,1,1,0,3,0
460.0,7,4,1,2950000,1,1,1,1,0,0
263.0,5,4,1,1250000,1,1,1,1,0,0
130.0,3,2,1,745000,0,1,1,0,0,0
85.0,2,2,2,590000,0,1,1,1,5,3
198.0,3,3,1,1177000,0,1,1,1,5,0
172.0,3,3,1,1023000,0,1,1,1,5,0
189.0,5,2,1,750000,0,1,1,0,3,0
370.0,5,4,1,2100000,0,1,1,1,5,0
110.0,3,2,1,599000,0,1,1,0,0,0
75.0,2,2,1,430000,0,1,0,0,3,0
193.0,4,3,1,800000,1,1,1,1,3,0
63.0,2,1,1,259000,0,1,0,0,0,0
127.0,3,2,1,572000,0,1,0,0,3,0
286.0,4,4,1,2100000,0,1,1,1,0,0
287.0,4,4,1,2100000,0,1,1,1,0,0
123.0,4,2,1,658000,0,1,0,0,3,0
335.0,4,5,2,2695000,0,1,1,1,3,3
50.0,1,1,1,280000,0,1,0,0,2,0
201.0,3,2,1,1178000,1,1,1,0,5,0
255.0,7,7,1,1400000,0,1,1,0,3,0
85.0,4,2,1,399000,0,1,1,0,3,0
192.0,6,2,1,780000,0,1,1,0,3,0
138.0,5,2,1,745000,0,1,1,0,0,0
23.0,1,1,1,141000,1,1,0,0,0,0
135.0,4,2,1,750000,0,1,0,0,1,0
63.0,2,1,1,210000,0,0,1,0,1,0
34.0,1,1,1,209000,0,0,0,0,2,0
172.0,3,2,1,950000,0,1,1,1,1,0
167.0,4,3,1,1075000,0,1,1,0,3,0
177.0,4,3,1,940000,1,1,1,0,0,0
67.0,2,2,1,550000,0,1,1,0,0,0
245.0,4,3,1,1595000,0,1,1,1,0,0
49.0,1,1,1,260000,0,1,1,0,0,0
364.0,7,2,1,1375000,1,1,1,0,0,0
201.0,5,3,1,1250000,1,1,1,1,0,0
122.0,2,2,1,825000,0,1,0,0,0,0
195.0,4,2,1,760000,1,1,1,0,0,0
76.0,1,1,1,395000,0,1,0,0,5,0
46.0,2,1,1,260000,0,0,0,0,4,0
160.0,4,3,1,875000,0,1,1,1,5,0
83.0,2,1,1,430000,0,1,1,1,0,0
46.0,0,1,1,259000,0,1,1,0,2,2
222.0,3,2,1,2050000,0,1,1,1,0,4
119.0,3,2,1,539000,0,1,1,0,0,0
74.0,3,1,1,380000,0,1,0,0,0,0
175.0,3,2,1,1023000,1,1,1,1,0,0
195.0,4,2,1,760000,1,1,1,0,0,0
51.0,2,2,1,340000,0,1,1,1,3,0
330.0,5,5,1,3100000,0,1,1,1,0,0
180.0,5,2,1,699000,0,1,1,0,3,0
160.0,4,3,1,900000,1,1,1,0,0,0
185.0,3,3,1,945000,0,1,1,0,0,4
50.0,2,1,1,199000,1,1,0,0,2,0
185.0,4,4,1,770000,0,1,1,0,4,0
400.0,7,5,1,2050000,1,1,1,0,4,0
205.0,4,2,1,1100000,0,1,0,0,0,0
85.0,2,2,1,430000,0,1,0,0,0,0
256.0,4,3,1,1300000,1,1,1,1,0,0
60.0,2,1,1,480000,1,1,1,0,0,0
150.0,4,1,1,655000,1,1,1,0,4,0
85.0,3,1,1,495000,0,1,1,0,0,0
83.0,1,1,1,430000,0,1,1,0,3,0
210.0,2,3,1,1599000,0,1,1,0,6,0
210.0,2,3,1,1599000,0,1,1,0,6,0
210.0,3,3,1,1599000,0,1,1,0,0,0
210.0,3,4,1,1599000,0,1,1,0,0,0
200.0,5,3,1,1250000,1,1,1,0,0,0
107.0,2,1,2,995000,0,1,1,0,0,3
127.0,3,2,1,995000,0,1,1,0,0,0
77.0,2,1,1,720000,0,1,1,0,0,0
76.0,2,1,1,670000,0,1,1,0,0,0
131.0,3,2,1,1300000,0,1,1,0,0,0
73.0,2,1,1,620000,0,1,1,0,0,0
137.0,3,2,1,1300000,0,1,1,0,0,0
199.0,3,2,2,1775000,0,1,1,0,0,3
134.0,3,2,1,995000,0,1,1,0,0,0
76.0,2,1,1,770000,0,1,1,0,0,0
132.0,3,2,1,1200000,0,1,1,0,0,0
143.0,1,1,1,508000,1,1,1,0,3,0
65.0,2,1,1,299000,1,0,0,0,0,0
135.0,3,1,1,687000,0,1,1,0,4,0
83.0,2,1,1,430000,0,1,1,1,6,0
104.0,3,2,1,635000,0,1,1,0,3,0
183.0,3,2,1,795000,0,1,1,0,3,0
127.0,4,2,1,574990,0,1,1,0,0,0
67.0,2,1,1,550000,0,1,1,0,6,0
46.0,2,1,1,126000,0,0,0,0,0,0
148.0,2,2,1,999000,0,1,1,0,0,0
171.0,4,3,1,1178000,0,1,1,0,0,0
200.0,5,4,1,1400000,0,1,1,1,0,0
210.0,3,3,1,1599000,0,1,1,0,0,0
55.0,1,1,1,425000,0,1,1,0,0,0
210.0,3,3,1,850000,0,1,1,1,0,0
222.0,3,3,1,2050000,0,1,1,1,0,4
198.0,3,2,1,1177000,1,1,1,1,5,0
370.0,5,4,1,2100000,1,1,1,1,5,0
36.0,0,1,1,175000,0,1,0,0,0,2
336.0,4,4,2,2695000,0,1,1,1,0,3
261.0,3,3,1,1940000,0,1,1,1,0,0
123.0,3,2,1,750000,0,1,1,1,0,0
159.0,3,2,1,895000,0,1,1,0,0,0
210.0,3,4,1,1599000,0,1,1,1,0,0
705.0,6,4,1,3800000,1,1,1,1,0,0
115.0,3,2,1,730000,0,1,1,0,0,0
34.0,1,1,1,185000,0,1,0,0,0,0
157.0,5,2,1,599000,0,1,1,1,0,0
168.0,3,2,1,1150000,1,1,1,0,6,0
110.0,4,2,1,480000,0,1,1,1,0,0
90.0,4,2,1,425000,1,1,1,0,0,0
45.0,0,1,1,335000,0,1,0,0,0,2
119.0,3,2,1,795000,0,1,1,1,4,0
204.0,7,2,1,810000,0,1,1,0,3,0
177.0,5,2,1,875000,0,1,1,0,3,0
40.0,0,1,1,170000,0,1,1,0,0,2
140.0,4,1,1,415000,1,1,1,0,2,0
67.0,2,2,1,550000,0,1,1,0,0,0
61.0,3,2,1,325000,0,1,0,0,1,0
370.0,6,4,1,2100000,0,1,1,0,5,0
91.0,2,2,1,1199000,0,1,1,0,5,0
201.0,3,3,1,1329000,0,1,1,0,0,0
83.0,2,2,1,605000,0,1,1,0,0,0
82.0,3,2,1,470000,0,1,1,0,0,0
70.0,2,2,1,550000,0,1,1,0,5,0
223.0,6,3,1,910000,1,1,1,1,0,0
68.0,2,2,1,550000,0,1,1,0,1,0
177.0,3,4,1,950000,0,1,0,0,6,0
185.0,4,2,1,930000,1,1,1,0,0,0
200.0,4,3,1,1580000,1,1,1,1,2,4
210.0,3,3,1,1599999,0,1,1,0,4,0
77.0,1,1,1,460000,0,1,1,0,3,4
287.0,5,4,1,995000,1,1,1,0,0,0
360.0,6,3,1,1395000,0,1,1,1,0,0
180.0,5,2,1,699000,0,0,1,0,3,0
211.0,4,3,1,995000,0,1,1,0,0,0
55.0,1,1,1,285000,0,1,0,0,0,0
130.0,3,3,1,748000,0,1,0,0,3,0
222.0,3,3,1,2100000,0,1,1,1,4,4
235.0,5,4,1,2700000,0,1,1,1,0,0
125.0,4,2,1,575000,0,1,1,0,0,0
287.0,9,3,1,1000000,0,1,1,0,3,0
38.0,1,1,1,275000,0,1,1,0,0,0
336.0,4,4,1,2180000,1,1,1,0,0,0
148.0,3,3,1,950000,0,1,1,0,0,0
226.0,5,3,1,750000,1,1,0,0,0,0
57.0,1,1,1,400000,0,1,1,1,6,0
39.0,2,1,1,229000,0,0,0,0,0,0
158.0,4,4,1,850000,0,1,1,0,0,0
101.0,2,2,1,437800,1,1,0,0,1,0
115.0,2,2,1,1195000,0,1,1,1,0,4
47.0,2,1,1,329000,0,0,0,0,0,0
80.0,2,2,1,479000,0,1,0,0,0,0
160.0,4,3,1,875000,0,1,1,1,0,0
194.0,4,2,1,890000,1,1,1,1,0,0
122.0,3,2,1,695000,0,1,1,1,0,0
97.0,2,2,2,559900,0,0,1,0,0,3
149.0,4,3,1,550000,1,1,1,0,3,0
205.0,4,3,1,1190000,0,1,1,0,0,0
195.0,4,2,1,995000,0,1,1,0,3,4
160.0,4,2,1,790000,0,1,0,1,0,0
373.0,5,3,1,1620000,0,1,1,1,0,0
69.0,3,2,1,320000,0,1,0,0,3,0
69.0,3,2,1,320000,0,1,0,0,3,0
185.0,4,2,1,930000,1,1,1,0,0,0
160.0,4,2,1,950000,0,1,1,0,0,0
94.0,3,1,1,375000,0,1,0,0,0,0
230.0,5,4,1,990000,0,1,1,1,3,0
160.0,5,3,1,780000,0,1,1,1,0,0
324.0,6,4,1,1070000,0,1,1,0,0,0
50.0,2,1,1,380000,1,1,1,0,0,0
140.0,4,2,1,595000,1,1,1,0,0,4
200.0,4,3,1,975000,1,1,1,0,3,0
201.0,5,2,1,785000,0,1,1,0,0,0
400.0,7,6,1,1950000,1,1,1,0,3,0
165.0,3,2,1,850000,0,1,1,1,0,0
72.0,2,1,1,310000,0,0,0,0,0,0
330.0,5,5,1,3250000,0,1,1,1,7,0
60.0,2,1,1,289900,1,1,0,0,0,0
54.0,3,1,1,299000,0,1,0,0,3,0
104.0,2,2,1,554900,0,1,1,0,0,0
67.0,1,2,1,360000,0,0,0,0,0,0
98.0,2,2,1,605000,0,1,1,0,0,0
67.0,2,2,1,550000,0,1,1,0,0,0
135.0,2,2,2,970000,0,1,1,0,0,3
86.0,2,2,1,650000,0,1,1,0,0,0
88.0,2,2,1,710000,0,1,1,0,0,0
31.0,1,1,1,160000,1,0,0,0,0,0
103.0,2,2,1,900000,0,1,1,0,0,0
118.0,2,2,1,942000,0,1,1,0,0,0
66.0,1,1,1,550000,0,1,1,0,0,0
58.0,1,1,1,510000,0,1,1,0,0,0
52.0,1,1,1,260000,0,1,1,0,0,0
174.0,4,2,1,660000,0,1,0,0,0,0
440.0,5,4,1,2375000,1,1,1,1,0,0
170.0,3,3,1,840000,1,1,1,0,0,4
230.0,4,3,1,1250000,0,1,0,1,0,0
160.0,4,2,1,830000,1,1,1,1,4,0
204.0,7,2,1,810000,0,1,1,1,3,0
278.0,6,3,1,1400000,1,1,1,1,0,0
